cuisine,full_ingredients,ingredients_processed
British,"['oliv', 'oil', 'garlic', 'clove', 'slice', 'banana', 'shallot', 'slice', 'streaki', 'smoke', 'bacon', 'chop', 'red', 'cabbag', 'shred', 'oz', 'red', 'wine', 'tbsp', 'red', 'wine', 'vinegar', 'tbsp', 'brown', 'sugar', 'oz', 'hot', 'veget', 'stock', 'salt', 'freshli', 'ground', 'black', 'pepper']",oliv oil garlic clove slice banana shallot slice streaki smoke bacon chop red cabbag shred oz red wine tbsp red wine vinegar tbsp brown sugar oz hot veget stock salt freshli ground black pepper
British,"['savoy', 'cabbag', 'core', 'shred', 'smoke', 'streaki', 'bacon', 'derind', 'chop', 'butter', 'oz', 'dri', 'white', 'wine', 'tbsp', 'fresh', 'chop', 'parsley', 'tsp', 'fennel', 'seed', 'tbsp', 'creme', 'fraich', 'salt', 'freshli', 'ground', 'pepper']",savoy cabbag core shred smoke streaki bacon derind chop butter oz dri white wine tbsp fresh chop parsley tsp fennel seed tbsp creme fraich salt freshli ground pepper
British,"['tbsp', 'oliv', 'oil', 'unsmok', 'pancetta', 'chop', 'larg', 'cube', 'shin', 'beef', 'slice', 'wide', 'round', 'oz', 'red', 'wine', 'larg', 'organ', 'winter', 'carrot', 'peel', 'roughli', 'chop', 'head', 'celeri', 'roughli', 'chop', 'pickl', 'onion', 'shallot', 'tomato', 'roast', 'siev', 'pure', 'litr', 'pint', 'good', 'beef', 'stock', 'water', 'bouquet', 'garni', 'mash', 'potato', 'serv']",tbsp oliv oil unsmok pancetta chop larg cube shin beef slice wide round oz red wine larg organ winter carrot peel roughli chop head celeri roughli chop pickl onion shallot tomato roast siev pure litr pint good beef stock water bouquet garni mash potato serv
British,"['small', 'beef', 'cheek', 'trim', 'oz', 'red', 'wine', 'bay', 'leav', 'garlic', 'clove', 'crush', 'shallot', 'halv', 'tbsp', 'oliv', 'oil', 'pint', 'good', 'beef', 'stock', 'stick', 'cinnamon', 'clove', 'honey', 'orang', 'fine', 'grate', 'zest', 'quinc', 'peel', 'core', 'quarter', 'sea', 'salt', 'freshli', 'ground', 'black', 'pepper', 'larg', 'desire', 'potato', 'peel', 'cut', 'even', 'chunk', 'oz', 'doubl', 'cream', 'unsalt', 'butter', 'cube', 'oz', 'arbequina', 'fresh', 'grassi', 'oliv', 'oil']",small beef cheek trim oz red wine bay leav garlic clove crush shallot halv tbsp oliv oil pint good beef stock stick cinnamon clove honey orang fine grate zest quinc peel core quarter sea salt freshli ground black pepper larg desire potato peel cut even chunk oz doubl cream unsalt butter cube oz arbequina fresh grassi oliv oil
British,"['boneless', 'shoulder', 'hogget', 'shallot', 'roughli', 'slice', 'tbsp', 'tomato', 'pure', 'garlic', 'clove', 'crush', 'carrot', 'cube', 'celeri', 'stalk', 'roughli', 'slice', 'small', 'bunch', 'fresh', 'thyme', 'leav', 'bottl', 'red', 'wine', 'oz', 'beef', 'stock', 'waxi', 'potato', 'peel', 'thickli', 'slice', 'butter', 'sea', 'salt', 'freshli', 'ground', 'black', 'pepper']",boneless shoulder hogget shallot roughli slice tbsp tomato pure garlic clove crush carrot cube celeri stalk roughli slice small bunch fresh thyme leav bottl red wine oz beef stock waxi potato peel thickli slice butter sea salt freshli ground black pepper
British,"['tsp', 'oliv', 'oil', 'lamb', 'shank', 'onion', 'roughli', 'chop', 'garlic', 'clove', 'roughli', 'chop', 'stick', 'celeri', 'roughli', 'chop', 'carrot', 'peel', 'chop', 'tsp', 'black', 'peppercorn', 'sprig', 'fresh', 'thyme', 'sprig', 'fresh', 'rosemari', 'bay', 'leav', 'oz', 'red', 'wine', 'litr', 'pint', 'lamb', 'stock', 'salt', 'butter', 'oz', 'doubl', 'cream', 'sprig', 'fresh', 'thyme', 'garlic', 'clove', 'thinli', 'slice', 'larg', 'potato', 'mari', 'piper', 'similar', 'thinli', 'slice', 'mandolin', 'salt', 'freshli', 'ground', 'black', 'pepper', 'unsalt', 'butter', 'hispi', 'savoy', 'cabbag', 'shred']",tsp oliv oil lamb shank onion roughli chop garlic clove roughli chop stick celeri roughli chop carrot peel chop tsp black peppercorn sprig fresh thyme sprig fresh rosemari bay leav oz red wine litr pint lamb stock salt butter oz doubl cream sprig fresh thyme garlic clove thinli slice larg potato mari piper similar thinli slice mandolin salt freshli ground black pepper unsalt butter hispi savoy cabbag shred
British,"['thyme', 'leav', 'dougla', 'fir', 'pine', 'coriand', 'seed', 'chop', 'fresh', 'rosemari', 'sea', 'salt', 'mutton', 'shoulder', 'cut', 'piec', 'tbsp', 'oliv', 'oil', 'litr', 'pint', 'chicken', 'stock', 'butter', 'shallot', 'fine', 'chop', 'tbsp', 'fine', 'caper', 'tbsp', 'chop', 'fresh', 'chervil', 'chickwe', 'coriand', 'leav', 'caster', 'sugar', 'oz', 'white', 'wine', 'vinegar', 'banana', 'shallot', 'fine', 'slice', 'red', 'onion', 'halv', 'layer', 'separ', 'tbsp', 'groundnut', 'oil']",thyme leav dougla fir pine coriand seed chop fresh rosemari sea salt mutton shoulder cut piec tbsp oliv oil litr pint chicken stock butter shallot fine chop tbsp fine caper tbsp chop fresh chervil chickwe coriand leav caster sugar oz white wine vinegar banana shallot fine slice red onion halv layer separ tbsp groundnut oil
British,"['tbsp', 'oliv', 'oil', 'pig', 'cheek', 'trim', 'larg', 'banana', 'shallot', 'fine', 'chop', 'larg', 'carrot', 'fine', 'chop', 'celeri', 'stick', 'fine', 'dice', 'garlic', 'clove', 'fine', 'dice', 'bouquet', 'garni', 'oz', 'red', 'wine', 'oz', 'veal', 'ju', 'beef', 'stock', 'unsalt', 'butter', 'dice', 'fluffi', 'potato', 'prefer', 'king', 'edward', 'cut', 'chunk', 'unsalt', 'butter', 'oz', 'doubl', 'cream', 'salt', 'freshli', 'ground', 'black', 'pepper', 'small', 'carrot', 'cut', 'half', 'angl', 'butter', 'tbsp', 'caster', 'sugar', 'bramley', 'appl', 'peel', 'core', 'chop', 'butter', 'tbsp', 'caster', 'sugar', 'tast', 'unsalt', 'butter', 'head', 'kale', 'leav', 'remov', 'roughli', 'chop']",tbsp oliv oil pig cheek trim larg banana shallot fine chop larg carrot fine chop celeri stick fine dice garlic clove fine dice bouquet garni oz red wine oz veal ju beef stock unsalt butter dice fluffi potato prefer king edward cut chunk unsalt butter oz doubl cream salt freshli ground black pepper small carrot cut half angl butter tbsp caster sugar bramley appl peel core chop butter tbsp caster sugar tast unsalt butter head kale leav remov roughli chop
British,"['beef', 'shin', 'bone', 'sea', 'salt', 'freshli', 'ground', 'black', 'pepper', 'oliv', 'oil', 'fri', 'carrot', 'chop', 'onion', 'chop', 'celeri', 'stalk', 'chop', 'garlic', 'clove', 'crush', 'star', 'anis', 'oz', 'red', 'wine', 'port', 'pig', 'trotter', 'oz', 'beef', 'stock', 'oz', 'stout', 'tbsp', 'dark', 'soy', 'sauc', 'tbsp', 'fish', 'sauc', 'parsnip', 'cut', 'small', 'cube', 'shallot', 'fine', 'chop', 'oz', 'milk', 'oz', 'cream', 'bay', 'leav', 'tbsp', 'oliv', 'oil', 'lemon', 'juic']",beef shin bone sea salt freshli ground black pepper oliv oil fri carrot chop onion chop celeri stalk chop garlic clove crush star anis oz red wine port pig trotter oz beef stock oz stout tbsp dark soy sauc tbsp fish sauc parsnip cut small cube shallot fine chop oz milk oz cream bay leav tbsp oliv oil lemon juic
British,"['brais', 'steak', 'tbsp', 'sunflow', 'oil', 'onion', 'halv', 'cut', 'wedg', 'garlic', 'clove', 'crush', 'oz', 'beef', 'stock', 'made', 'beef', 'stock', 'cube', 'oz', 'fresh', 'beef', 'stock', 'tbsp', 'tomato', 'pure', 'tbsp', 'chop', 'fresh', 'thyme', 'tsp', 'dri', 'thyme', 'bay', 'leaf', 'tsp', 'cornflour', 'tsp', 'english', 'mustard', 'powder', 'salt', 'freshli', 'ground', 'black', 'pepper', 'homemad', 'chip']",brais steak tbsp sunflow oil onion halv cut wedg garlic clove crush oz beef stock made beef stock cube oz fresh beef stock tbsp tomato pure tbsp chop fresh thyme tsp dri thyme bay leaf tsp cornflour tsp english mustard powder salt freshli ground black pepper homemad chip
British,"['blackberri', 'wash', 'larg', 'cook', 'appl', 'wash', 'core', 'dice', 'pint', 'water', 'lemon', 'juic', 'preserv', 'granul', 'sugar', 'tbsp', 'creme', 'de', 'cassi', 'option', 'steril', 'jam', 'jar', 'jam', 'pot', 'cover']",blackberri wash larg cook appl wash core dice pint water lemon juic preserv granul sugar tbsp creme de cassi option steril jam jar jam pot cover
British,"['bramley', 'appl', 'peel', 'core', 'roughli', 'chop', 'caster', 'sugar', 'butter', 'plu', 'extra', 'greas', 'x', 'readymad', 'allbutt', 'puff', 'pastri', 'sheet', 'x', 'x', 'natur', 'uncolour', 'marzipan', 'thinli', 'slice', 'freerang', 'egg', 'yolk', 'lightli', 'beaten', 'tbsp', 'demerara', 'sugar', 'clot', 'cream', 'serv']",bramley appl peel core roughli chop caster sugar butter plu extra greas x readymad allbutt puff pastri sheet x x natur uncolour marzipan thinli slice freerang egg yolk lightli beaten tbsp demerara sugar clot cream serv
British,"['unsalt', 'butter', 'soften', 'ice', 'sugar', 'tbsp', 'boil', 'water', 'tbsp', 'brandi']",unsalt butter soften ice sugar tbsp boil water tbsp brandi
British,"['unsalt', 'butter', 'soften', 'light', 'muscovado', 'sugar', 'ice', 'sugar', 'siev', 'tbsp', 'brandi', 'cognac']",unsalt butter soften light muscovado sugar ice sugar siev tbsp brandi cognac
British,"['butter', 'plain', 'flour', 'pint', 'milk', 'tbsp', 'brandi', 'dark', 'rum', 'caster', 'sugar']",butter plain flour pint milk tbsp brandi dark rum caster sugar
British,"['bought', 'brandi', 'snap', 'basket', 'continent', 'white', 'chocol', 'doubl', 'cream', 'oz', 'full', 'fat', 'creme', 'fraich', 'fresh', 'raspberri', 'strawberri', 'mix', 'soft', 'fruit']",bought brandi snap basket continent white chocol doubl cream oz full fat creme fraich fresh raspberri strawberri mix soft fruit
British,"['brandi', 'snap', 'basket', 'oz', 'doubl', 'cream', 'zest', 'orang', 'tbsp', 'orang', 'liqueur', 'grand', 'marnier']",brandi snap basket oz doubl cream zest orang tbsp orang liqueur grand marnier
British,"['ice', 'sugar', 'butter', 'oz', 'doubl', 'cream', 'oz', 'brandi']",ice sugar butter oz doubl cream oz brandi
British,"['butter', 'demerara', 'sugar', 'golden', 'syrup', 'plain', 'flour', 'level', 'tsp', 'ground', 'ginger', 'tsp', 'lemon', 'juic']",butter demerara sugar golden syrup plain flour level tsp ground ginger tsp lemon juic
British,"['butter', 'plu', 'extra', 'greas', 'thin', 'slice', 'bread', 'sultana', 'tsp', 'cinnamon', 'powder', 'oz', 'fullfat', 'milk', 'oz', 'doubl', 'cream', 'freerang', 'egg', 'granul', 'sugar', 'nutmeg', 'grate', 'tast']",butter plu extra greas thin slice bread sultana tsp cinnamon powder oz fullfat milk oz doubl cream freerang egg granul sugar nutmeg grate tast
British,"['freerang', 'egg', 'tbsp', 'caster', 'sugar', 'cup', 'milk', 'doubl', 'cream', 'mix', 'togeth', 'half', 'half', 'tsp', 'vanilla', 'extract', 'loaf', 'white', 'bread', 'croissant', 'brioch', 'panetton', 'butter', 'larg', 'hand', 'raisin', 'soak', 'marsala', 'doubl', 'cream', 'custard', 'serv']",freerang egg tbsp caster sugar cup milk doubl cream mix togeth half half tsp vanilla extract loaf white bread croissant brioch panetton butter larg hand raisin soak marsala doubl cream custard serv
British,"['raw', 'beetroot', 'peel', 'cut', 'chunk', 'onion', 'roughli', 'chop', 'garlic', 'clove', 'roughli', 'chop', 'sprig', 'fresh', 'thyme', 'leav', 'salt', 'freshli', 'ground', 'black', 'pepper', 'cook', 'beetroot', 'cut', 'wedg', 'oz', 'shallot', 'fine', 'chop', 'tbsp', 'fresh', 'flatleaf', 'parsley', 'fine', 'chop', 'tbsp', 'fresh', 'chervil', 'fine', 'chop', 'tbsp', 'fresh', 'chive', 'fine', 'chop', 'tbsp', 'balsam', 'vinegar', 'tbsp', 'extra', 'virgin', 'oliv', 'oil', 'salt', 'freshli', 'ground', 'black', 'pepper', 'pheasant', 'breast', 'boneless', 'skinless', 'salt', 'freshli', 'ground', 'black', 'pepper', 'plain', 'flour', 'freerang', 'egg', 'beaten', 'breadcrumb', 'butter', 'tsp', 'oliv', 'oil']",raw beetroot peel cut chunk onion roughli chop garlic clove roughli chop sprig fresh thyme leav salt freshli ground black pepper cook beetroot cut wedg oz shallot fine chop tbsp fresh flatleaf parsley fine chop tbsp fresh chervil fine chop tbsp fresh chive fine chop tbsp balsam vinegar tbsp extra virgin oliv oil salt freshli ground black pepper pheasant breast boneless skinless salt freshli ground black pepper plain flour freerang egg beaten breadcrumb butter tsp oliv oil
British,"['pint', 'whole', 'milk', 'white', 'onion', 'cut', 'quarter', 'stud', 'clove', 'fresh', 'bay', 'leav', 'slice', 'white', 'bread', 'cut', 'squar', 'tsp', 'english', 'mustard', 'freshli', 'grate', 'nutmeg', 'unsalt', 'butter', 'dice', 'salt', 'freshli', 'ground', 'black', 'pepper']",pint whole milk white onion cut quarter stud clove fresh bay leav slice white bread cut squar tsp english mustard freshli grate nutmeg unsalt butter dice salt freshli ground black pepper
British,"['cherri', 'jam', 'butter', 'white', 'bread', 'half', 'averag', 'loaf', 'slice', 'tbsp', 'demerara', 'sugar', 'cherri', 'strawberri', 'tsp', 'vanilla', 'extract', 'oz', 'doubl', 'cream']",cherri jam butter white bread half averag loaf slice tbsp demerara sugar cherri strawberri tsp vanilla extract oz doubl cream
British,"['caster', 'sugar', 'oz', 'doubl', 'cream', 'raisin', 'sultana', 'currant', 'mix', 'candi', 'peel', 'chop', 'butter', 'soft', 'white', 'sandwich', 'bread', 'loaf', 'slice', 'freerang', 'egg', 'caster', 'sugar', 'oz', 'milk', 'vanilla', 'pod', 'split', 'oz', 'doubl', 'cream', 'oz', 'apricot', 'jam']",caster sugar oz doubl cream raisin sultana currant mix candi peel chop butter soft white sandwich bread loaf slice freerang egg caster sugar oz milk vanilla pod split oz doubl cream oz apricot jam
British,"['tbsp', 'groundnut', 'oil', 'butter', 'herbi', 'sausag', 'skin', 'onion', 'slice', 'larg', 'potato', 'includ', 'skin', 'freerang', 'egg']",tbsp groundnut oil butter herbi sausag skin onion slice larg potato includ skin freerang egg
British,"['x', 'lb', 'piec', 'breast', 'lamb', 'carrot', 'onion', 'sprig', 'thyme', 'chicken', 'stock', 'tbsp', 'worcestershir', 'sauc', 'glass', 'white', 'wine', 'salt', 'freshli', 'ground', 'black', 'pepper', 'season', 'flour', 'tbsp', 'dijon', 'mustard', 'freerang', 'egg', 'fresh', 'white', 'breadcrumb', 'bunch', 'chop', 'fresh', 'mint', 'veget', 'oil', 'deepfri', 'mayonnais', 'chop', 'caper', 'chop', 'gherkin', 'tbsp', 'chop', 'fresh', 'parsley', 'half', 'lemon', 'juic']",x lb piec breast lamb carrot onion sprig thyme chicken stock tbsp worcestershir sauc glass white wine salt freshli ground black pepper season flour tbsp dijon mustard freerang egg fresh white breadcrumb bunch chop fresh mint veget oil deepfri mayonnais chop caper chop gherkin tbsp chop fresh parsley half lemon juic
British,"['plain', 'flour', 'plu', 'extra', 'roll', 'wholem', 'flour', 'cold', 'butter', 'cube', 'freerang', 'egg', 'beaten', 'knob', 'butter', 'medium', 'leek', 'trim', 'slice', 'thinli', 'butter', 'halffat', 'creme', 'fraich', 'freerang', 'egg', 'beaten', 'fresh', 'brown', 'crab', 'meat', 'pinch', 'sea', 'salt', 'flake', 'fresh', 'white', 'crab', 'meat', 'matur', 'cheddar', 'fine', 'grate', 'freshli', 'ground', 'black', 'pepper']",plain flour plu extra roll wholem flour cold butter cube freerang egg beaten knob butter medium leek trim slice thinli butter halffat creme fraich freerang egg beaten fresh brown crab meat pinch sea salt flake fresh white crab meat matur cheddar fine grate freshli ground black pepper
British,"['broad', 'bean', 'cream', 'salt', 'fresh', 'groud', 'pepper', 'pinch', 'sugar', 'tsp', 'garlic', 'fine', 'chop', 'tbsp', 'fresh', 'oregano', 'chop', 'tsp', 'ground', 'cumin', 'pint', 'extra', 'virgin', 'oliv', 'oil', 'spring', 'onion', 'garnish', 'chilli', 'powder', 'garnish', 'ground', 'cumin', 'garnish']",broad bean cream salt fresh groud pepper pinch sugar tsp garlic fine chop tbsp fresh oregano chop tsp ground cumin pint extra virgin oliv oil spring onion garnish chilli powder garnish ground cumin garnish
British,"['shell', 'broad', 'bean', 'thaw', 'frozen', 'blanch', 'skin', 'remov', 'butter', 'onion', 'chop', 'stick', 'celeri', 'thinli', 'slice', 'tbsp', 'pud', 'rice', 'gener', 'sprig', 'fresh', 'summer', 'savori', 'thyme', 'litr', 'pint', 'hot', 'chicken', 'stock', 'veget', 'stock', 'salt', 'freshli', 'ground', 'black', 'pepper', 'oz', 'greekstyl', 'yoghurt', 'hand', 'fresh', 'mint', 'leav', 'chop', 'small', 'sprig', 'fresh', 'mint', 'paprika', 'cayenn', 'pepper', 'dust']",shell broad bean thaw frozen blanch skin remov butter onion chop stick celeri thinli slice tbsp pud rice gener sprig fresh summer savori thyme litr pint hot chicken stock veget stock salt freshli ground black pepper oz greekstyl yoghurt hand fresh mint leav chop small sprig fresh mint paprika cayenn pepper dust
British,"['thick', 'slice', 'white', 'bread', 'tbsp', 'oliv', 'oil', 'salt', 'freshli', 'ground', 'black', 'pepper', 'frozen', 'babi', 'broad', 'bean', 'littl', 'gem', 'lettuc', 'parmesan', 'vegetarian', 'hard', 'chees', 'cut', 'shave', 'veget', 'peeler', 'tbsp', 'dijon', 'mustard', 'tbsp', 'white', 'wine', 'vinegar', 'tbsp', 'oliv', 'oil', 'tbsp', 'doubl', 'singl', 'cream', 'round', 'tbsp', 'caster', 'sugar', 'salt', 'freshli', 'ground', 'black', 'pepper']",thick slice white bread tbsp oliv oil salt freshli ground black pepper frozen babi broad bean littl gem lettuc parmesan vegetarian hard chees cut shave veget peeler tbsp dijon mustard tbsp white wine vinegar tbsp oliv oil tbsp doubl singl cream round tbsp caster sugar salt freshli ground black pepper
British,"['broccoli', 'floret', 'stalk', 'cut', 'small', 'piec', 'oz', 'veget', 'stock', 'butter', 'spring', 'onion', 'fine', 'slice', 'stilton', 'crumbl', 'tast', 'oz', 'doubl', 'cream', 'salt', 'freshli', 'ground', 'black', 'pepper', 'pinch', 'freshli', 'grate', 'nutmeg', 'slice', 'french', 'bread', 'stilton', 'slice']",broccoli floret stalk cut small piec oz veget stock butter spring onion fine slice stilton crumbl tast oz doubl cream salt freshli ground black pepper pinch freshli grate nutmeg slice french bread stilton slice
British,"['salt', 'brussel', 'sprout', 'trim', 'loos', 'leav', 'remov', 'tsp', 'oliv', 'oil', 'pancetta', 'cut', 'cube']",salt brussel sprout trim loos leav remov tsp oliv oil pancetta cut cube
British,"['larg', 'spring', 'onion', 'roughli', 'chop', 'larg', 'slice', 'butter', 'oliv', 'oil', 'fri', 'cardamom', 'pod', 'heap', 'tsp', 'coriand', 'seed', 'heap', 'tsp', 'cumin', 'seed', 'leftov', 'mash', 'potato', 'small', 'pot', 'oz', 'doubl', 'cream', 'hand', 'fresh', 'coriand', 'leav', 'chop']",larg spring onion roughli chop larg slice butter oliv oil fri cardamom pod heap tsp coriand seed heap tsp cumin seed leftov mash potato small pot oz doubl cream hand fresh coriand leav chop
British,"['lb', 'mari', 'piper', 'potato', 'peel', 'cut', 'chunk', 'curli', 'kale', 'spring', 'cabbag', 'thinli', 'slice', 'butter', 'leek', 'small', 'onion', 'chop', 'oz', 'fullcream', 'milk', 'freshli', 'ground', 'white', 'pepper', 'rasher', 'streaki', 'bacon', 'cut', 'lardon', 'tbsp', 'white', 'wine', 'vinegar', 'freerang', 'egg', 'readymad', 'hollandais', 'sauc', 'serv']",lb mari piper potato peel cut chunk curli kale spring cabbag thinli slice butter leek small onion chop oz fullcream milk freshli ground white pepper rasher streaki bacon cut lardon tbsp white wine vinegar freerang egg readymad hollandais sauc serv
British,"['tbsp', 'turkey', 'fat', 'gravi', 'butter', 'onion', 'fine', 'chop', 'brussel', 'sprout', 'leftov', 'freshli', 'cook', 'shred', 'leftov', 'roast', 'potato', 'parsnip', 'carrot', 'christma', 'veget', 'salt', 'freshli', 'ground', 'black', 'pepper']",tbsp turkey fat gravi butter onion fine chop brussel sprout leftov freshli cook shred leftov roast potato parsnip carrot christma veget salt freshli ground black pepper
British,"['shallot', 'peel', 'butter', 'tbsp', 'caster', 'sugar', 'oz', 'red', 'wine', 'oz', 'port', 'creme', 'de', 'cassi', 'pint', 'beef', 'stock', 'fresh', 'bay', 'leaf', 'lemon', 'zest', 'tsp', 'dri', 'thyme', 'tbsp', 'oliv', 'oil', 'leek', 'wash', 'slice', 'potato', 'peel', 'boil', 'mash', 'left', 'cool', 'spring', 'cabbag', 'fine', 'shred', 'blanch', 'leftov', 'cook', 'cabbag', 'brussel', 'sprout', 'sea', 'salt', 'flake', 'freshli', 'ground', 'black', 'pepper']",shallot peel butter tbsp caster sugar oz red wine oz port creme de cassi pint beef stock fresh bay leaf lemon zest tsp dri thyme tbsp oliv oil leek wash slice potato peel boil mash left cool spring cabbag fine shred blanch leftov cook cabbag brussel sprout sea salt flake freshli ground black pepper
British,"['oz', 'milk', 'ideal', 'fullfat', 'medium', 'onion', 'cut', 'wedg', 'fresh', 'bay', 'leaf', 'sprig', 'fresh', 'thyme', 'clove', 'tsp', 'salt', 'plu', 'extra', 'season', 'butter', 'fresh', 'white', 'breadcrumb', 'black', 'pepper']",oz milk ideal fullfat medium onion cut wedg fresh bay leaf sprig fresh thyme clove tsp salt plu extra season butter fresh white breadcrumb black pepper
British,"['tbsp', 'sunflow', 'veget', 'oil', 'herbi', 'pork', 'sausag', 'separ', 'spring', 'onion', 'trim', 'halv', 'rasher', 'smoke', 'streaki', 'bacon', 'halv']",tbsp sunflow veget oil herbi pork sausag separ spring onion trim halv rasher smoke streaki bacon halv
British,"['tbsp', 'sunflow', 'veget', 'oil', 'frozen', 'turkey', 'breast', 'joint', 'thaw', 'overnight', 'tbsp', 'fresh', 'thyme', 'leav', 'rasher', 'smoke', 'streaki', 'bacon', 'clementin', 'satsuma', 'slice', 'butter', 'fresh', 'bay', 'leav', 'fresh', 'thyme', 'sprig', 'salt', 'freshli', 'ground', 'black', 'pepper', 'plain', 'flour', 'oz', 'red', 'wine', 'oz', 'chicken', 'stock', 'made', 'chicken', 'stock', 'cube', 'tbsp', 'redcurr', 'jelli', 'carrot', 'cut', 'baton', 'small', 'brussel', 'sprout', 'trim', 'butter']",tbsp sunflow veget oil frozen turkey breast joint thaw overnight tbsp fresh thyme leav rasher smoke streaki bacon clementin satsuma slice butter fresh bay leav fresh thyme sprig salt freshli ground black pepper plain flour oz red wine oz chicken stock made chicken stock cube tbsp redcurr jelli carrot cut baton small brussel sprout trim butter
British,"['plain', 'flour', 'pinch', 'salt', 'cold', 'unsalt', 'butter', 'cut', 'cube', 'cold', 'lard', 'cut', 'cube', 'tsp', 'lemon', 'juic', 'tbsp', 'plain', 'flour', 'buffalo', 'stew', 'steak', 'cut', 'cube', 'tbsp', 'veget', 'oil', 'unsalt', 'butter', 'shallot', 'peel', 'left', 'whole', 'larg', 'carrot', 'cut', 'slice', 'tsp', 'mushroom', 'ketchup', 'tbsp', 'tomato', 'pure', 'oz', 'ale', 'stout', 'oz', 'beef', 'stock', 'sprig', 'thyme', 'tsp', 'soft', 'dark', 'brown', 'sugar', 'salt', 'freshli', 'ground', 'black', 'pepper', 'freerang', 'egg', 'beaten', 'glaze']",plain flour pinch salt cold unsalt butter cut cube cold lard cut cube tsp lemon juic tbsp plain flour buffalo stew steak cut cube tbsp veget oil unsalt butter shallot peel left whole larg carrot cut slice tsp mushroom ketchup tbsp tomato pure oz ale stout oz beef stock sprig thyme tsp soft dark brown sugar salt freshli ground black pepper freerang egg beaten glaze
British,"['unsalt', 'butter', 'x', 'piec', 'ham', 'cut', 'thick', 'slice', 'bunch', 'asparagu', 'spear', 'woodi', 'end', 'trim', 'peel', 'tbsp', 'chop', 'fresh', 'parsley', 'tbsp', 'sunflow', 'oil', 'freerang', 'egg', 'salt', 'pepper', 'small', 'mari', 'piper', 'potato', 'cut', 'thin', 'strip', 'veget', 'oil', 'deep', 'fat', 'fri']",unsalt butter x piec ham cut thick slice bunch asparagu spear woodi end trim peel tbsp chop fresh parsley tbsp sunflow oil freerang egg salt pepper small mari piper potato cut thin strip veget oil deep fat fri
British,"['oz', 'pimm', 'similar', 'fruit', 'cup', 'vanilla', 'pod', 'split', 'caster', 'sugar', 'strawberri', 'hull', 'kiwi', 'fruit', 'peel', 'thickli', 'slice', 'raspberri', 'blueberri', 'plain', 'flour', 'tsp', 'bake', 'powder', 'caster', 'sugar', 'pinch', 'salt', 'butter', 'soften', 'plu', 'extra', 'greas', 'freerang', 'egg', 'vanilla', 'pod', 'seed', 'scrape', 'unwax', 'lemon', 'zest', 'oz', 'buttermilk', 'clot', 'cream', 'serv']",oz pimm similar fruit cup vanilla pod split caster sugar strawberri hull kiwi fruit peel thickli slice raspberri blueberri plain flour tsp bake powder caster sugar pinch salt butter soften plu extra greas freerang egg vanilla pod seed scrape unwax lemon zest oz buttermilk clot cream serv
British,"['plain', 'flour', 'plu', 'extra', 'dust', 'tsp', 'bicarbon', 'soda', 'tsp', 'cream', 'tartar', 'tsp', 'caster', 'sugar', 'unsalt', 'butter', 'soft', 'veget', 'shorten', 'oz', 'buttermilk', 'freerang', 'egg', 'beaten', 'eggwash', 'option']",plain flour plu extra dust tsp bicarbon soda tsp cream tartar tsp caster sugar unsalt butter soft veget shorten oz buttermilk freerang egg beaten eggwash option
British,"['tbsp', 'light', 'oliv', 'oil', 'serrano', 'ham', 'cube', 'tbsp', 'fresh', 'sage', 'slice', 'butternut', 'squash', 'cut', 'cube', 'medium', 'onion', 'fine', 'slice', 'gruyer', 'grate', 'tbsp', 'doubl', 'cream', 'x', 'sheet', 'readymad', 'shortcrust', 'pastri', 'freerang', 'egg', 'maldon', 'sea', 'salt', 'freshli', 'ground', 'white', 'pepper']",tbsp light oliv oil serrano ham cube tbsp fresh sage slice butternut squash cut cube medium onion fine slice gruyer grate tbsp doubl cream x sheet readymad shortcrust pastri freerang egg maldon sea salt freshli ground white pepper
British,"['tbsp', 'sunflow', 'oil', 'small', 'butternut', 'squash', 'approxim', 'scrub', 'deseed', 'chop', 'chunk', 'onion', 'thinli', 'slice', 'carrot', 'peel', 'cut', 'chunk', 'parsnip', 'peel', 'cut', 'chunk', 'tbsp', 'plain', 'flour', 'tin', 'chop', 'tomato', 'tbsp', 'tomato', 'pure', 'tsp', 'dri', 'chilli', 'flake', 'option', 'tbsp', 'pesto', 'option', 'oz', 'hot', 'veget', 'stock', 'made', 'stock', 'cube', 'young', 'spinach', 'leav', 'option', 'salt', 'freshli', 'ground', 'black', 'pepper', 'selfrais', 'flour', 'frozen', 'butter', 'shred', 'vegetarian', 'suet', 'oz', 'cold', 'water', 'salt', 'freshli', 'ground', 'black', 'pepper']",tbsp sunflow oil small butternut squash approxim scrub deseed chop chunk onion thinli slice carrot peel cut chunk parsnip peel cut chunk tbsp plain flour tin chop tomato tbsp tomato pure tsp dri chilli flake option tbsp pesto option oz hot veget stock made stock cube young spinach leav option salt freshli ground black pepper selfrais flour frozen butter shred vegetarian suet oz cold water salt freshli ground black pepper
